0	1.958519882493655
1	1.0647506985916544
2	0.8844333058065065
3	0.8328539414957628
4	0.8077585427678465
5	0.791503075006765
6	0.7794714755130777
7	0.7699184070752263
8	0.7620785586192266
9	0.7552619075311613
10	0.7493127488695058
11	0.7439955805533716
12	0.7391618011600837
13	0.7347664049452549
14	0.7307059705179153
15	0.7270181049917588
16	0.7235931632821602
17	0.7204230583106672
18	0.7174785594642669
19	0.7147054291056639
20	0.7122050217656553
21	0.7097994433912773
22	0.7076106702225157
23	0.7054749761471866
24	0.7035603801450862
25	0.7016931572588212
26	0.6999846791707155
27	0.6983679379722066
28	0.6968690982967174
29	0.6954511679217688
30	0.6941250610964683
31	0.6929023638482149
32	0.6916778187682934
33	0.6905423876902683
34	0.6894992258189989
35	0.6884762686533635
36	0.6874992098447439
37	0.6866177856341987
38	0.6857510231888212
39	0.684948955219084
40	0.6841566573972269
41	0.6834298792665828
42	0.6827224941306759
43	0.6820574431648551
44	0.681420583633255
45	0.6807966536770694
46	0.6802338582572901
47	0.6796775559299234
48	0.6791151605124482
49	0.6786023701526102
50	0.6781198445492045
51	0.6776445891929048
52	0.6772052702787454
53	0.676757485992791
54	0.6763325567944248
55	0.6759196771097542
56	0.6755384031660416
57	0.6751740416530279
58	0.6747795118071086
59	0.6744587818119082
60	0.6741144117934071
61	0.6738083287378113
62	0.6734754422470177
63	0.6731770549014586
64	0.6728673858570929
65	0.6725921900774932
66	0.6723143346896553
67	0.6720401017454872
68	0.6717928898689935
69	0.6715265250276458
70	0.6712892137096187
71	0.6710506707206397
72	0.6708257255799989
73	0.6705892735703517
74	0.6703832993618408
75	0.6702092313608825
76	0.6699665208638409
77	0.6697473097044403
78	0.669558552879504
79	0.6693798798791737
80	0.6691945778167427
81	0.6690182138587832
82	0.6688517058813083
83	0.6686623645975174
84	0.6685002829840483
85	0.6683266737551053
86	0.6681822440377667
87	0.6680262342592712
88	0.6678990182407628
89	0.6677338526952785
90	0.6676021458250957
91	0.6674564849049246
92	0.6672956248314771
93	0.6671702799178513
94	0.6670391841601816
95	0.6669201310507256
96	0.6667905218634064
97	0.6666734107564615
98	0.6665596637028497
99	0.6664388368872157
